id	kcat_fwd	kcat_bkwd	mw_fwd	mw_bkwd
RE2649M	25.0	25.0	85300.0	85300.0
ACACT1x	2.1	2.1	165000.0	165000.0
C3STDH1r	25.0	25.0	76500.0	76500.0
C3STKR2r	25.0	25.0	85300.0	85300.0
CHOLESACATc	25.0	25.0	85300.0	85300.0
HMGLm	0.127	0.127	32500.0	32500.0
HMGLx	0.127	0.127	32500.0	32500.0
SOAT11_cho	25.0	25.0	85300.0	85300.0
SOAT12_cho	25.0	25.0	85300.0	85300.0
PNTEH	25.0	25.0	85300.0	85300.0
DESAT16_2	25.0	25.0	47500.0	47500.0
DESAT18_3	0.35	0.35	47500.0	47500.0
DESAT18_4	0.35	0.35	47500.0	47500.0
DESAT18_5	0.35	0.35	47500.0	47500.0
DESAT20_1	25.0	25.0	47500.0	47500.0
DESAT20_2	25.0	25.0	47500.0	47500.0
FAEL183_cho	25.0	25.0	85300.0	85300.0
FAEL184_cho	25.0	25.0	85300.0	85300.0
FAEL204_cho	25.0	25.0	85300.0	85300.0
FAEL205_cho	25.0	25.0	85300.0	85300.0
RE0344C	25.0	25.0	85300.0	85300.0
RE0577C	25.0	25.0	85300.0	85300.0
RE0578C	25.0	25.0	85300.0	85300.0
RE0579C	25.0	25.0	85300.0	85300.0
RE3241R	25.0	25.0	85300.0	85300.0
r0208	25.0	25.0	85300.0	85300.0
TRIOK	25.0	25.0	85300.0	85300.0
UDPG4E	33.8	4.5	78000.0	85300.0
GLNS	7.1	7.1	212000.0	212000.0
GLUN	25.0	25.0	85300.0	85300.0
r0245	25.0	25.0	85300.0	85300.0
NACHEX10ly	25.0	25.0	116000.0	116000.0
NACHEX11ly	25.0	25.0	116000.0	116000.0
NACHEX12ly	25.0	25.0	116000.0	116000.0
NACHEX13ly	25.0	25.0	116000.0	116000.0
NACHEX14ly	25.0	25.0	116000.0	116000.0
NACHEX15ly	25.0	25.0	116000.0	116000.0
NACHEX16ly	25.0	25.0	116000.0	116000.0
NACHEX17ly	25.0	25.0	116000.0	116000.0
NACHEX18ly	25.0	25.0	116000.0	116000.0
NACHEX19ly	25.0	25.0	116000.0	116000.0
NACHEX20ly	25.0	25.0	116000.0	116000.0
NACHEX21ly	25.0	25.0	116000.0	116000.0
NACHEX22ly	25.0	25.0	116000.0	116000.0
NACHEX23ly	25.0	25.0	116000.0	116000.0
NACHEX24ly	25.0	25.0	116000.0	116000.0
NACHEX25ly	25.0	25.0	116000.0	116000.0
NACHEX26ly	25.0	25.0	116000.0	116000.0
DOLK	25.0	25.0	85300.0	85300.0
DOLPMT	25.0	25.0	85300.0	85300.0
DPPS	25.0	25.0	85300.0	85300.0
F6T2g	25.0	25.0	85300.0	85300.0
F6T3g	25.0	25.0	85300.0	85300.0
F6T4g	25.0	25.0	85300.0	85300.0
F6T5g	25.0	25.0	85300.0	85300.0
F6T6g	25.0	25.0	85300.0	85300.0
G12MT1_cho	25.0	25.0	85300.0	85300.0
G12MT2_cho	25.0	25.0	85300.0	85300.0
G13MT_cho	25.0	25.0	85300.0	85300.0
G14N10g	25.0	25.0	85300.0	85300.0
G14N11g	25.0	25.0	85300.0	85300.0
G14N12g	25.0	25.0	85300.0	85300.0
G14N13g	25.0	25.0	85300.0	85300.0
G14N14g	25.0	25.0	85300.0	85300.0
G14N15g	25.0	25.0	85300.0	85300.0
G14N16g	25.0	25.0	85300.0	85300.0
G14N17g	25.0	25.0	85300.0	85300.0
G14N18g	25.0	25.0	85300.0	85300.0
G14N19g	25.0	25.0	85300.0	85300.0
G14N1g	25.0	25.0	85300.0	85300.0
G14N20g	25.0	25.0	85300.0	85300.0
G14N21g	25.0	25.0	85300.0	85300.0
G14N2g	25.0	25.0	85300.0	85300.0
G14N3g	25.0	25.0	85300.0	85300.0
G14N4g	25.0	25.0	85300.0	85300.0
G14N5g	25.0	25.0	85300.0	85300.0
G14N6g	25.0	25.0	85300.0	85300.0
G14N7g	25.0	25.0	85300.0	85300.0
G14N8g	25.0	25.0	85300.0	85300.0
G14N9g	25.0	25.0	85300.0	85300.0
GLCNACT_cho	25.0	25.0	85300.0	85300.0
M1316M2g	25.0	25.0	85300.0	85300.0
M13N14N3T1g	25.0	25.0	85300.0	85300.0
M13N14N3T2g	25.0	25.0	85300.0	85300.0
M13N14N3T3g	25.0	25.0	85300.0	85300.0
M13N14N3T4g	25.0	25.0	85300.0	85300.0
M13N4T1g	25.0	25.0	85300.0	85300.0
M13N4T2g	25.0	25.0	85300.0	85300.0
M13N4T3g	25.0	25.0	85300.0	85300.0
M1613N1614N3T1g	25.0	25.0	85300.0	85300.0
M1613N1614N3T2g	25.0	25.0	85300.0	85300.0
M1613N3xN3T1g	25.0	25.0	85300.0	85300.0
M1613N3xN3T2g	25.0	25.0	85300.0	85300.0
M16N1216N3T1g	25.0	25.0	85300.0	85300.0
M16N1216N3T2g	25.0	25.0	85300.0	85300.0
M16N12N3T1g	25.0	25.0	85300.0	85300.0
M16N12N3T2g	25.0	25.0	85300.0	85300.0
M16N16N3T1g	25.0	25.0	85300.0	85300.0
M16N16N3T2g	25.0	25.0	85300.0	85300.0
M16N6T1g	25.0	25.0	85300.0	85300.0
M16N6T2g	25.0	25.0	85300.0	85300.0
M16N6T3g	25.0	25.0	85300.0	85300.0
M16NT1g	25.0	25.0	85300.0	85300.0
S23TN10g	25.0	25.0	85300.0	85300.0
S23TN11g	25.0	25.0	85300.0	85300.0
S23TN12g	25.0	25.0	85300.0	85300.0
S23TN13g	25.0	25.0	85300.0	85300.0
S23TN14g	25.0	25.0	85300.0	85300.0
S23TN15g	25.0	25.0	85300.0	85300.0
S23TN16g	25.0	25.0	85300.0	85300.0
S23TN17g	25.0	25.0	85300.0	85300.0
S23TN18g	25.0	25.0	85300.0	85300.0
S23TN19g	25.0	25.0	85300.0	85300.0
S23TN20g	25.0	25.0	85300.0	85300.0
S23TN21g	25.0	25.0	85300.0	85300.0
S23TN22g	25.0	25.0	85300.0	85300.0
S23TN2g	25.0	25.0	85300.0	85300.0
S23TN3g	25.0	25.0	85300.0	85300.0
S23TN4g	25.0	25.0	85300.0	85300.0
S23TN5g	25.0	25.0	85300.0	85300.0
S23TN6g	25.0	25.0	85300.0	85300.0
S23TN7g	25.0	25.0	85300.0	85300.0
S23TN8g	25.0	25.0	85300.0	85300.0
S23TN9g	25.0	25.0	85300.0	85300.0
DNADDP	25.0	25.0	390000.0	390000.0
NACPRT	25.0	25.0	85300.0	85300.0
NADDP	25.0	25.0	85300.0	85300.0
NMNS	0.02	0.02	85300.0	85300.0
RNMK	25.0	25.0	170000.0	170000.0
THD1m	25.0	283.0	6400000.0	85300.0
ACGPID_cho	25.0	25.0	85300.0	85300.0
GPIAT_cho	25.0	25.0	85300.0	85300.0
GPIDA2er_cho	25.0	25.0	85300.0	85300.0
GPIDAer_cho	25.0	25.0	85300.0	85300.0
H2ETer_cho	25.0	25.0	85300.0	85300.0
H3ETer_cho	25.0	25.0	85300.0	85300.0
H4ETer_cho	25.0	25.0	85300.0	85300.0
H6_ET2er_cho	25.0	25.0	85300.0	85300.0
H6_ETer_cho	25.0	25.0	85300.0	85300.0
H7_ETer_cho	25.0	25.0	85300.0	85300.0
H7_TAer_cho	25.0	25.0	85300.0	85300.0
H7ET2er_cho	25.0	25.0	85300.0	85300.0
H8TAer_cho	25.0	25.0	85300.0	85300.0
PI3PP_cho	25.0	25.0	85300.0	85300.0
PIACGT_cho	25.0	25.0	85300.0	85300.0
RE1957R	25.0	25.0	85300.0	85300.0
RE2972M	25.0	25.0	85300.0	85300.0
RE2973N	25.0	25.0	85300.0	85300.0
RE3273C	25.0	25.0	85300.0	85300.0
CTPS2	14.0	14.0	128000.0	128000.0
RE0453N	25.0	25.0	85300.0	85300.0
RE1530M	25.0	25.0	85300.0	85300.0
RE2954C	25.0	25.0	85300.0	85300.0
URIK1	25.0	25.0	110000.0	110000.0
CAT	25.0	25.0	85300.0	85300.0
SPODM	40000.0	40000.0	60000.0	60000.0
SPODMn	40000.0	40000.0	60000.0	60000.0
SPODMx	40000.0	40000.0	60000.0	60000.0
URPT	25.0	25.0	85300.0	85300.0
ASAH1_cho	25.0	25.0	85300.0	85300.0
B3GNT35g_cho	25.0	25.0	85300.0	85300.0
B3GNT37g_cho	25.0	25.0	85300.0	85300.0
DHCRD1_cho	25.0	25.0	85300.0	85300.0
DHCRD2_cho	25.0	25.0	85300.0	85300.0
DSAT_cho	25.0	25.0	85300.0	85300.0
GALC_cho	25.0	25.0	85300.0	85300.0
GBA_cho	25.0	25.0	85300.0	85300.0
GBAl_cho	25.0	25.0	85300.0	85300.0
RE2675C	25.0	25.0	85300.0	85300.0
SBPP1er	25.0	25.0	85300.0	85300.0
SBPP3er	25.0	25.0	85300.0	85300.0
SERPT	0.15	0.15	480000.0	480000.0
SIAT4Bg_cho	25.0	25.0	85300.0	85300.0
SLCBK1	25.0	25.0	85300.0	85300.0
SMPD3l_cho	25.0	25.0	85300.0	85300.0
SMPD4_cho	25.0	25.0	85300.0	85300.0
SMPDE	25.0	25.0	85300.0	85300.0
SMS_cho	25.0	25.0	85300.0	85300.0
SPHK21c	25.0	25.0	85300.0	85300.0
SPHMDAc_cho	25.0	25.0	85300.0	85300.0
ST3GAL21g_cho	25.0	25.0	85300.0	85300.0
ST3GAL22g_cho	25.0	25.0	85300.0	85300.0
ST3GAL23g_cho	25.0	25.0	85300.0	85300.0
ST6GALNAC21_cho	25.0	25.0	85300.0	85300.0
ST6GALNAC22_cho	25.0	25.0	85300.0	85300.0
ST6GALNAC23_cho	25.0	25.0	85300.0	85300.0
ST6GALNAC24_cho	25.0	25.0	85300.0	85300.0
ST6GALNAC25_cho	25.0	25.0	85300.0	85300.0
ST6GALNAC27_cho	25.0	25.0	85300.0	85300.0
ST6GALNAC31_cho	25.0	25.0	85300.0	85300.0
ST6GALNAC62_cho	25.0	25.0	85300.0	85300.0
UGCG_cho	25.0	25.0	85300.0	85300.0
UGCGc	25.0	25.0	85300.0	85300.0
DPMVDc	25.0	25.0	85300.0	85300.0
HMGCOARc	25.0	25.0	85300.0	85300.0
MEVK1c	25.0	25.0	85300.0	85300.0
PMEVKc	25.0	25.0	85300.0	85300.0
DHEASULT	2.0	2.0	51565.0	51565.0
HSD17B7r	5.8	5.8	71500.0	71500.0
HSD3B11r	25.0	25.0	85300.0	85300.0
HSD3B12r	25.0	25.0	85300.0	85300.0
HSD3B13r	25.0	25.0	85300.0	85300.0
P45011A1m	0.4585	0.4585	312500.0	312500.0
P45011B11m	0.85	0.85	592500.0	592500.0
P45011B12m	0.167	0.167	592500.0	592500.0
P45011B21m	0.85	0.85	592500.0	592500.0
PRGNLONESULT	25.0	25.0	51565.0	51565.0
SR5AR2r	25.0	25.0	85300.0	85300.0
SR5ARr	25.0	25.0	85300.0	85300.0
STS1	6.48	6.48	191500.0	191500.0
STS2	25.0	25.0	191500.0	191500.0
STS3	25.0	25.0	191500.0	191500.0
STS4	25.0	25.0	191500.0	191500.0
UGT1A1r	0.17917	0.17917	55250.0	55250.0
UGT1A2r	0.17917	0.17917	55250.0	55250.0
UGT1A4r	0.17917	0.17917	55250.0	55250.0
UGT1A6r	0.17917	0.17917	55250.0	55250.0
CERT2gt_cho	25.0	25.0	85300.0	85300.0
H2Otg	25.0	25.0	85300.0	85300.0
UGLCNACtg	25.0	25.0	85300.0	85300.0
ATPasel	217.0	217.0	359500.0	359500.0
IDOURtly	25.0	25.0	85300.0	85300.0
AGPAT1_cho	25.0	25.0	85300.0	85300.0
DGAT_cho	25.0	25.0	85300.0	85300.0
GPAM_cho	25.0	25.0	85300.0	85300.0
LPS_cho	25.0	25.0	85300.0	85300.0
LPS2_cho	25.0	25.0	85300.0	85300.0
LPS3_cho	25.0	25.0	85300.0	85300.0
LPSe_cho	25.0	25.0	85300.0	85300.0
MOGAT_cho	25.0	25.0	85300.0	85300.0
PPAP_cho	25.0	25.0	85300.0	85300.0
RAI3	25.0	25.0	85300.0	85300.0
RDH1	0.18	0.18	53000.0	85300.0
RDH1a	0.18	0.18	53000.0	85300.0
RDH2a	0.3	0.3	53000.0	85300.0
RDH3a	0.3	0.3	53000.0	85300.0
RETH1	25.0	25.0	85300.0	85300.0
RETH1e	25.0	25.0	85300.0	85300.0
RETH2	25.0	25.0	85300.0	85300.0
RETH2e	25.0	25.0	85300.0	85300.0
RETHe	25.0	25.0	85300.0	85300.0
UGT1A5r2	0.17917	0.17917	55250.0	55250.0
ADMDC	6.0	6.0	56000.0	56000.0
ARD1_cho	25.0	25.0	85300.0	85300.0
ARGDCm	25.0	25.0	88000.0	88000.0
ARS_cho	25.0	25.0	85300.0	85300.0
DDPGAm	25.0	0.0121	73825.0	85300.0
G5SADr	25.0	25.0	85300.0	85300.0
G5SADrm	25.0	25.0	85300.0	85300.0
HPROxm	1.6	1.6	142000.0	142000.0
HPROym	25.0	25.0	85300.0	85300.0
MDRPD	25.0	25.0	85300.0	85300.0
MTAP	25.0	25.0	72500.0	72500.0
MTRI	25.0	25.0	85300.0	85300.0
P5CR	55.0	55.0	370000.0	370000.0
PHCHGSm	25.0	25.0	85300.0	85300.0
PROD2	25.0	25.0	55000.0	55000.0
UNK3	25.0	25.0	85300.0	85300.0
FBA2	10.8	1.48333	95500.0	85300.0
FBP26	0.1	0.1	12000.0	12000.0
PFK26	0.14	0.14	120000.0	120000.0
PMANM	25.0	4.4	29000.0	85300.0
SBTR	1.275	1.275	35800.0	35800.0
GGLUCT	25.0	25.0	25250.0	25250.0
GTHP	24.5	25.0	34000.0	85300.0
GTHPm	24.5	25.0	34000.0	85300.0
OPAHir	0.117	0.117	292500.0	292500.0
r0022	25.0	25.0	85300.0	85300.0
GLYCLm	25.0	25.0	85300.0	85300.0
SERR	25.0	25.0	85300.0	85300.0
THRA	25.0	25.0	85300.0	85300.0
HISD	25.0	25.0	243000.0	243000.0
IZPN	25.0	25.0	85300.0	85300.0
MACOXO	45.3	45.3	110000.0	110000.0
MHISOR	25.0	25.0	117500.0	117500.0
URCN	25.0	25.0	120000.0	120000.0
2OXOADOXm	25.0	25.0	50000.0	50000.0
AAPSAS	25.0	25.0	85300.0	85300.0
AASAD3	25.0	25.0	160000.0	160000.0
AASAD3m	25.0	25.0	160000.0	160000.0
AATAi	25.0	25.0	98000.0	98000.0
AHC	1908.0	6666.0	190000.0	85300.0
MCLOR	65.0	2330.0	137000.0	85300.0
MCPST	165.0	165.0	33500.0	33500.0
METAT	6.915	6.915	52000.0	52000.0
34DHOXPEGOX	1.03333	0.717	81500.0	85300.0
DOPACHRMISO	25.0	25.0	85300.0	85300.0
FALDH	25.0	25.0	85300.0	85300.0
MAOX	4.0	4.0	200000.0	200000.0
NRPPHRSULT	25.0	25.0	68000.0	68000.0
RE0912C	25.0	25.0	85300.0	85300.0
TYROX	25.0	25.0	85300.0	85300.0
TYROXDAc	4.0	4.0	200000.0	200000.0
TYRTA	0.25	1.2	107000.0	85300.0
TYRTAm	0.25	1.2	107000.0	85300.0
3HBCOAHLm	25.0	25.0	36000.0	36000.0
ACACT10m	29.5	2.1	165000.0	85300.0
ACOAD10m	25.0	25.0	179000.0	179000.0
ACOAD8m	10.0	10.0	170000.0	170000.0
ACOAD9m	25.0	25.0	179000.0	179000.0
ECOAH12m	25.0	25.0	156500.0	85300.0
ECOAH9m	25.0	25.0	156500.0	85300.0
HACD9m	1817.0	510.0	108000.0	85300.0
HIBDm	25.0	25.0	80000.0	85300.0
ILEOX	25.0	25.0	85300.0	85300.0
MMCDm	25.0	25.0	287500.0	287500.0
MMSAD1m	1.1	1.1	191000.0	191000.0
OCOAT1m	98.3	1250.0	51000.0	85300.0
OIVD1m	3.15	3.15	85300.0	85300.0
OIVD2m	3.15	3.15	85300.0	85300.0
OIVD3m	3.15	3.15	85300.0	85300.0
PPCOACm	5.0	5.0	670000.0	670000.0
r0643	25.0	25.0	85300.0	85300.0
ASNN	25.0	25.0	85300.0	85300.0
ASPTA	322.0	574.0	91000.0	85300.0
r0085	25.0	25.0	85300.0	85300.0
ACGALK	25.0	25.0	85300.0	85300.0
ACNAMPH	25.0	25.0	85300.0	85300.0
CMPSAS	32.0	32.0	125500.0	125500.0
r0013	25.0	25.0	85300.0	85300.0
UAG4E	62300.0	247.9	62000.0	85300.0
UAGALDP	25.0	25.0	85300.0	85300.0
B3GALTg_cho	25.0	25.0	85300.0	85300.0
B3GNT310g_cho	25.0	25.0	85300.0	85300.0
B3GNT311g_cho	25.0	25.0	85300.0	85300.0
B3GNT312g_cho	25.0	25.0	85300.0	85300.0
B3GNT313g_cho	25.0	25.0	85300.0	85300.0
B3GNT314g_cho	25.0	25.0	85300.0	85300.0
B3GNT315g_cho	25.0	25.0	85300.0	85300.0
ST3GAL61g_cho	25.0	25.0	85300.0	85300.0
ST3GAL62g_cho	25.0	25.0	85300.0	85300.0
PNTK	2.12	2.12	48000.0	48000.0
CBR2	25.0	25.0	85300.0	85300.0
GGT6	25.0	25.0	98000.0	85300.0
LTA4H	2.08	2.08	59000.0	59000.0
LTC4Sr	25.0	25.0	85300.0	85300.0
PGESc	25.0	25.0	85300.0	85300.0
PGS	25.0	25.0	72000.0	72000.0
PGSr	25.0	25.0	72000.0	72000.0
RE3012R	25.0	25.0	85300.0	85300.0
FTHFCL	3.33	3.33	26000.0	26000.0
GGH_10FTHF5GLUe	25.0	25.0	85300.0	85300.0
GGH_10FTHF5GLUl	25.0	25.0	85300.0	85300.0
GGH_10FTHF6GLUe	25.0	25.0	85300.0	85300.0
GGH_10FTHF6GLUl	25.0	25.0	85300.0	85300.0
GGH_10FTHF7GLUe	25.0	25.0	85300.0	85300.0
GGH_10FTHF7GLUl	25.0	25.0	85300.0	85300.0
GGH_5DHFe	25.0	25.0	85300.0	85300.0
GGH_5DHFl	25.0	25.0	85300.0	85300.0
GGH_5THFe	25.0	25.0	85300.0	85300.0
GGH_5THFl	25.0	25.0	85300.0	85300.0
GGH_6DHFe	25.0	25.0	85300.0	85300.0
GGH_6DHFl	25.0	25.0	85300.0	85300.0
GGH_6THFe	25.0	25.0	85300.0	85300.0
GGH_6THFl	25.0	25.0	85300.0	85300.0
GGH_7DHFe	25.0	25.0	85300.0	85300.0
GGH_7DHFl	25.0	25.0	85300.0	85300.0
GGH_7THFe	25.0	25.0	85300.0	85300.0
GGH_7THFl	25.0	25.0	85300.0	85300.0
MTHFC	25.0	25.0	45000.0	85300.0
MTHFCm	25.0	25.0	45000.0	85300.0
MTHFD2	25.0	25.0	101000.0	85300.0
MTHFD2m	25.0	25.0	101000.0	85300.0
r0792	25.0	25.0	85300.0	85300.0
CDS_cho	25.0	25.0	85300.0	85300.0
CEPTE_cho	25.0	25.0	85300.0	85300.0
CHOLK	71.5	71.5	52000.0	52000.0
DAGK_cho	25.0	25.0	85300.0	85300.0
DAGKn_cho	25.0	25.0	85300.0	85300.0
DHAK	25.0	25.0	85300.0	85300.0
ETHAK	0.00016	0.00016	87000.0	87000.0
GLYKm	1670.0	1670.0	200000.0	200000.0
GPDDA1	3.2	3.2	50000.0	50000.0
LPASE_cho	25.0	25.0	85300.0	85300.0
PAFH_cho	25.0	25.0	85300.0	85300.0
PAFHe_cho	25.0	25.0	85300.0	85300.0
PAFS_cho	25.0	25.0	85300.0	85300.0
PCHOLP_cho	25.0	25.0	85300.0	85300.0
PCHOLPg_cho	25.0	25.0	85300.0	85300.0
PCHOLPm_cho	25.0	25.0	85300.0	85300.0
PCHOLPr_cho	25.0	25.0	85300.0	85300.0
PETOHMm_cho	25.0	25.0	85300.0	85300.0
PI4P5K_cho	25.0	25.0	85300.0	85300.0
PIK4_cho	25.0	25.0	85300.0	85300.0
PLA2_2_cho	25.0	25.0	85300.0	85300.0
PLA2_2e_cho	25.0	25.0	85300.0	85300.0
PSSA1_cho	25.0	25.0	85300.0	85300.0
PSSA2_cho	25.0	25.0	85300.0	85300.0
RE3301C	25.0	25.0	85300.0	85300.0
BILIRED	25.0	25.0	37500.0	37500.0
BILIRED2	25.0	25.0	85300.0	85300.0
GLCAASE1ly	25.0	25.0	300000.0	300000.0
GLCNACASE1ly	25.0	25.0	110500.0	110500.0
GLCNACASE2ly	25.0	25.0	110500.0	110500.0
GLCNACASE3ly	25.0	25.0	110500.0	110500.0
GLCNACASE4ly	25.0	25.0	110500.0	110500.0
GLCNACASE5ly	25.0	25.0	110500.0	110500.0
HS1ly	25.0	25.0	100000.0	100000.0
HS2ly	25.0	25.0	100000.0	100000.0
HS3ly	25.0	25.0	100000.0	100000.0
HS4ly	25.0	25.0	100000.0	100000.0
HSAT1ly	25.0	25.0	240000.0	240000.0
HSAT2ly	25.0	25.0	240000.0	240000.0
HSAT3ly	25.0	25.0	240000.0	240000.0
HSAT4ly	25.0	25.0	240000.0	240000.0
IDOAASE1ly	25.0	25.0	71000.0	71000.0
IDOAASE2ly	25.0	25.0	71000.0	71000.0
IDOAASE3ly	25.0	25.0	71000.0	71000.0
S6TASE1ly	25.0	25.0	86000.0	85300.0
S6TASE2ly	25.0	25.0	86000.0	85300.0
S6TASE3ly	25.0	25.0	86000.0	85300.0
NACHEX27ly	25.0	25.0	116000.0	116000.0
MI123456PP	25.0	25.0	85300.0	85300.0
MI13456PK	25.0	25.0	85300.0	85300.0
MI1345PP	25.0	25.0	72500.0	72500.0
MI134P4P	25.0	25.0	85300.0	85300.0
MI134PK_5	25.0	25.0	85300.0	85300.0
MI145PK	25.0	25.0	58000.0	58000.0
MI145PP	340.0	340.0	72500.0	72500.0
MI14P4P	25.0	25.0	85300.0	85300.0
MI1PP	25.0	25.0	60000.0	60000.0
MI3PP	25.0	25.0	60000.0	60000.0
MI3PS	25.0	25.0	85300.0	85300.0
MI4PK	25.0	25.0	85300.0	85300.0
MI4PP	25.0	25.0	60000.0	60000.0
MINOHPK	25.0	25.0	85300.0	85300.0
MINOHPKn	25.0	25.0	85300.0	85300.0
PI345P5P_cho	25.0	25.0	85300.0	85300.0
PI34P3P	25.0	25.0	85300.0	85300.0
PI34P3Pn_cho	25.0	25.0	85300.0	85300.0
PI34P4P	25.0	25.0	85300.0	85300.0
PI34P5K_cho	25.0	25.0	85300.0	85300.0
PI3P3Pn_cho	25.0	25.0	85300.0	85300.0
PI3P4K_cho	25.0	25.0	85300.0	85300.0
PI3P5K_cho	25.0	25.0	85300.0	85300.0
PI45P3K_cho	25.0	25.0	85300.0	85300.0
PI45P5P_cho	25.0	25.0	85300.0	85300.0
PI4P3K_cho	25.0	25.0	85300.0	85300.0
PI5P3K_cho	25.0	25.0	85300.0	85300.0
PI5P4K_cho	25.0	25.0	85300.0	85300.0
PIK3_cho	25.0	25.0	85300.0	85300.0
PIK5_cho	25.0	25.0	85300.0	85300.0
PMI12346PH	0.2	0.2	25000.0	25000.0
PMI12346PHn	0.2	0.2	25000.0	25000.0
ADK1	879.0	783.0	22550.0	85300.0
ADK1m	879.0	783.0	22550.0	85300.0
ADKd	25.0	25.0	22550.0	85300.0
ADNCYC	1180.0	1180.0	132500.0	132500.0
ADPRDP	11.4	11.4	54000.0	54000.0
ADSK	4.4	4.4	156000.0	156000.0
ADSS	5.5	5.5	97500.0	97500.0
AMPDA	25.0	25.0	85300.0	85300.0
ATPH1e	860.0	860.0	64000.0	64000.0
ATPH2e	25.0	25.0	64000.0	64000.0
CYTDK1	25.0	25.0	85300.0	85300.0
CYTK1	130.0	140.0	24465.0	85300.0
CYTK10	130.0	72.0	24465.0	85300.0
CYTK10n	130.0	72.0	24465.0	85300.0
CYTK11	73.0	51.5	24465.0	85300.0
CYTK11n	73.0	51.5	24465.0	85300.0
CYTK12	73.0	51.5	24465.0	85300.0
CYTK12n	73.0	51.5	24465.0	85300.0
CYTK13	73.0	51.5	24465.0	85300.0
CYTK13n	73.0	51.5	24465.0	85300.0
CYTK14	73.0	111.0	24465.0	85300.0
CYTK14n	73.0	111.0	24465.0	85300.0
CYTK1n	130.0	140.0	24465.0	85300.0
CYTK2	73.0	140.0	24465.0	85300.0
CYTK2n	73.0	140.0	24465.0	85300.0
CYTK3	25.0	25.0	85300.0	85300.0
CYTK5n	130.0	72.0	24465.0	85300.0
CYTK4	25.0	25.0	85300.0	85300.0
CYTK4n	73.0	51.5	24465.0	85300.0
CYTK5	73.0	72.0	24465.0	85300.0
CYTK3n	73.0	72.0	24465.0	85300.0
CYTK6	130.0	72.0	24465.0	85300.0
CYTK6n	130.0	72.0	24465.0	85300.0
CYTK7	130.0	111.0	24465.0	85300.0
CYTK7n	130.0	111.0	24465.0	85300.0
CYTK8	130.0	72.0	24465.0	85300.0
CYTK8n	130.0	72.0	24465.0	85300.0
CYTK9	130.0	72.0	24465.0	85300.0
CYTK9n	130.0	72.0	24465.0	85300.0
DADA	25.0	25.0	85300.0	85300.0
DADNK	0.84	0.84	50000.0	50000.0
DURIK1	25.0	25.0	85300.0	85300.0
GMPS2	0.43	0.43	122500.0	122500.0
GUACYC	290.0	290.0	157500.0	157500.0
NDP10ex	25.0	25.0	60000.0	60000.0
NDP3ex	25.0	25.0	60000.0	60000.0
NDP7ex	25.0	25.0	60000.0	60000.0
NDP8	25.0	25.0	60000.0	60000.0
NDP8ex	25.0	25.0	60000.0	60000.0
NDPK1	38.0	25.0	90000.0	85300.0
NDPK10	25.0	25.0	90000.0	85300.0
NDPK2	25.0	25.0	90000.0	85300.0
NDPK3	25.0	25.0	90000.0	85300.0
NDPK4	147.0	25.0	90000.0	85300.0
NDPK5	25.0	25.0	90000.0	85300.0
NDPK6	25.0	25.0	90000.0	85300.0
NDPK7	106.0	25.0	90000.0	85300.0
NDPK8	25.0	25.0	90000.0	85300.0
NDPK9	25.0	25.0	90000.0	85300.0
NTD2e	25.0	25.0	133500.0	133500.0
NTD4e	25.0	25.0	133500.0	133500.0
NTD6	25.0	25.0	133500.0	133500.0
NTD7	25.0	25.0	133500.0	133500.0
NTD8	25.0	25.0	133500.0	133500.0
NTD9	25.0	25.0	133500.0	133500.0
NTP3e	0.0076	0.0076	75000.0	75000.0
PDE1	1.78	1.78	140000.0	140000.0
PDE4	1.78	1.78	140000.0	140000.0
RNDR1	25.0	25.0	160000.0	160000.0
RNDR2	25.0	25.0	160000.0	160000.0
RNDR3	12.9	12.9	160000.0	160000.0
RNDR4	25.0	25.0	160000.0	160000.0
SADT	36.0	36.0	138000.0	138000.0
TMDK1	282.0	282.0	72000.0	72000.0
UMPK	130.0	140.0	24465.0	85300.0
UMPK2	130.0	111.0	24465.0	85300.0
UMPK2n	130.0	111.0	24465.0	85300.0
UMPK3	130.0	111.0	24465.0	85300.0
UMPK3n	130.0	111.0	24465.0	85300.0
UMPK4	130.0	111.0	24465.0	85300.0
UMPK4n	130.0	111.0	24465.0	85300.0
UMPK5	130.0	111.0	24465.0	85300.0
UMPK5n	130.0	111.0	24465.0	85300.0
UMPK6	130.0	111.0	24465.0	85300.0
UMPK6n	130.0	111.0	24465.0	85300.0
UMPK7	130.0	111.0	24465.0	85300.0
UMPK7n	130.0	111.0	24465.0	85300.0
UMPKn	25.0	25.0	85300.0	85300.0
CYTDK2	25.0	25.0	85300.0	85300.0
DADK1	25.0	25.0	85300.0	85300.0
DADK3	25.0	25.0	85300.0	85300.0
DCK1mi	25.0	25.0	85300.0	85300.0
DCTPDP	25.0	25.0	85300.0	85300.0
DCTPDPn	25.0	25.0	85300.0	85300.0
DCTPDPm	25.0	25.0	85300.0	85300.0
DTTPDP	25.0	25.0	85300.0	85300.0
DTTPDPn	25.0	25.0	85300.0	85300.0
DTTPDPm	25.0	25.0	85300.0	85300.0
DATPDP	25.0	25.0	85300.0	85300.0
NDP3g	25.0	25.0	85300.0	85300.0
URIDK2	25.0	25.0	85300.0	85300.0
XYLR_cho	25.0	25.0	85300.0	85300.0
DURAD	0.4	1.6	210000.0	85300.0
